id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,postcode,rich,borough,before_pandemic
33717623,Luxe Modern Tribeca Studio,254165437,Josh,Tribeca,40.71492,-74.01154,Entire home/apt,355.0,4,3,2019-06-15,1.11,1,365,10007,1.0,Manhattan,1
33718909,Park Avenue # Central Park # Luxury # 2 Bedroom,253507120,Mikey,Upper East Side,40.7649,-73.96795,Entire home/apt,395.0,7,4,2019-07-02,2.35,1,279,10065,1.0,Manhattan,1
33719823,"Large, Bright, Luxury Chelsea Studio/ Best Area!!!",254189342,Kimberley,Chelsea,40.75104,-73.99544,Entire home/apt,200.0,4,1,2019-07-07,1.0,1,228,10018,1.0,Manhattan,1
33751577,Luxury 3 Bed FiDi Charm Doorman Elevator | Laundry,254429373,James,Financial District,40.70563,-74.00919,Entire home/apt,325.0,5,7,2019-06-09,2.84,1,131,10005,1.0,Manhattan,1
33775845,Little Italy/Lower East Side/ 3BR A+ Location!,254518753,Princess,Little Italy,40.7203,-73.99663000000001,Entire home/apt,139.0,31,4,2019-05-19,1.52,1,139,10013,1.0,Manhattan,1
33778352,PRIME COZY HUGE Bedroom in Heart of NYC (RARE!!),28580275,Sommy,Midtown,40.75625,-73.96415999999999,Private room,119.0,2,6,2019-06-30,2.69,4,297,10022,1.0,Manhattan,1
33782555,"Cute and cozy, great downtown Manhattan location!",18885469,Leila,Chinatown,40.71483,-73.99801,Shared room,53.0,1,7,2019-06-26,2.92,1,58,10013,1.0,Manhattan,1
33800823,Spectacular 2bedroom near Subway-Cafes-Shop & MORE,253873710,Jalen,Upper West Side,40.7867,-73.97594000000001,Entire home/apt,349.0,5,5,2019-07-04,1.95,1,220,10024,1.0,Manhattan,1
33810134,Amazing Queen Bedrose UES (Shared),225055374,David,Upper East Side,40.771809999999995,-73.953,Shared room,78.0,30,1,2019-05-22,0.63,3,365,10075,1.0,Manhattan,1
33828501,Upper East Two Bed w/ 3 Beds | Sleeps 6 | Near Q,255408641,Jackson,Upper East Side,40.76996,-73.95770999999999,Entire home/apt,250.0,5,7,2019-06-08,2.76,1,155,10021,1.0,Manhattan,1
33836115,Private Room in PRIME Manhattan Location,119798153,Amy,Upper East Side,40.76853,-73.96406999999999,Private room,79.0,1,8,2019-07-01,4.53,1,31,10065,1.0,Manhattan,1
33855937,"BRIGHT, STUNNING ROOM WITH AMAZING VIEWS.",117999420,Clemente,Upper East Side,40.76236,-73.96481999999999,Private room,160.0,3,7,2019-07-01,2.47,1,81,10065,1.0,Manhattan,1
33871041,"High floor, sunny, clean and cozy FiDi apt:)",48419016,Stefanie,Financial District,40.70388,-74.0082,Entire home/apt,165.0,2,6,2019-07-01,2.5,1,1,10005,1.0,Manhattan,1
33878676,TRIBECA-Huge One Bedroom Doorman Apt,26248578,Iskender Turgay,Civic Center,40.71715,-74.00368,Entire home/apt,345.0,2,1,2019-04-17,0.36,1,179,10013,1.0,Manhattan,1
33880913,Perfect Midtown East 1 Bed Just One Flight Stairs,255853430,William,Midtown,40.75886,-73.96596,Entire home/apt,200.0,5,12,2019-07-07,5.63,1,127,10022,1.0,Manhattan,1
33907635,Charming Studio in the heart of Upper East Side,90052526,Olga,Upper East Side,40.77414,-73.95300999999999,Entire home/apt,140.0,3,5,2019-07-02,2.46,1,18,10075,1.0,Manhattan,1
33911544,Best Location in NYC! 4BR Steps to Central Park!,255674126,Cristina,Upper East Side,40.76458,-73.96759,Entire home/apt,159.0,31,9,2019-06-12,3.42,1,157,10065,1.0,Manhattan,1
34016888,3BR Times Square Loft ! Heart of City!,255539744,Sheryl,Hell's Kitchen,40.753640000000004,-73.99291,Entire home/apt,149.0,31,4,2019-06-01,1.85,1,135,10018,1.0,Manhattan,1
34023619,Entire Apartment With Space For Two,84118689,Andrew,Upper East Side,40.77362,-73.94886,Entire home/apt,130.0,1,11,2019-06-20,4.34,1,26,10028,1.0,Manhattan,1
34029489,Private Bedroom in Amazing Location! Times Square!,256496159,Aleksey,Hell's Kitchen,40.75662,-73.99333,Private room,500.0,31,1,2019-05-10,0.5,3,0,10018,1.0,Manhattan,1
34034553,Beautiful little apartment on the Upper East Side,256987188,Irina,Upper East Side,40.77507,-73.94785,Entire home/apt,150.0,1,1,2019-05-06,0.47,1,33,10028,1.0,Manhattan,1
34082709,Extra Luxury Loft with private elevator & terrace,257365536,Oleg,Hell's Kitchen,40.75634,-73.99445,Entire home/apt,945.0,2,2,2019-05-09,0.94,1,292,10018,1.0,Manhattan,1
34083914,"PERFECT LOCATION, LUSH AND CHIC DOWNTOWN ROOM",11306615,Matt,Chinatown,40.71727,-74.0004,Private room,155.0,2,3,2019-06-12,1.23,2,50,10013,1.0,Manhattan,1
34090389,Iconic New York penthouse with wraparound terrace,22123114,Michael,Midtown,40.75797,-73.96356,Entire home/apt,225.0,14,1,2019-06-11,1.0,1,240,10022,1.0,Manhattan,1
34093881,A Cute and cozy two bedrooms apartment.,253448038,Ramon,Hell's Kitchen,40.75618,-73.99320999999999,Entire home/apt,250.0,3,8,2019-07-01,4.07,2,61,10018,1.0,Manhattan,1
34096795,Boutique room for families w/ rooftop & breakfast,257005399,Cassa Times Square Hotel,Hell's Kitchen,40.75566,-73.99486,Private room,370.0,1,3,2019-06-21,1.55,5,290,10018,1.0,Manhattan,1
34121885,NYC Summer Housing,110319331,Xinting,Upper East Side,40.77132,-73.94829,Entire home/apt,127.0,5,4,2019-06-29,1.74,1,192,10075,1.0,Manhattan,1
34124075,Stay with a native New Yorker!,257585150,Lynne,Upper East Side,40.77167,-73.95529,Private room,120.0,1,2,2019-06-30,2.0,1,311,10021,1.0,Manhattan,1
34156436,Stunning 2 Bedrooms Apt Central Park West,257891606,Paola,Upper West Side,40.78198,-73.97570999999999,Entire home/apt,249.0,1,13,2019-07-04,7.22,1,29,10024,1.0,Manhattan,1
34182523,Gorgeous Super Large 2 Bedroom apartment,257982308,Bessi,Upper West Side,40.78422,-73.97754,Entire home/apt,299.0,1,5,2019-06-22,3.13,1,61,10024,1.0,Manhattan,1
34199108,Beautiful apartment in Manhattan!,130155462,Fred,Financial District,40.70578,-74.00769,Entire home/apt,280.0,2,11,2019-06-26,5.89,1,182,10005,1.0,Manhattan,1
34208237,Entire Magnificent Townhouse,98039499,Luigi,Upper East Side,40.77052,-73.96683,Entire home/apt,249.0,5,6,2019-06-25,3.27,1,116,10021,1.0,Manhattan,1
34228220,Newly Renovated 2 bedroom in Heart of Times Square,258413226,Collin,Hell's Kitchen,40.75548,-73.99513,Entire home/apt,225.0,3,11,2019-07-02,5.08,1,152,10018,1.0,Manhattan,1
34230593,Spacious UES place. Flexible check-in/out. Subway.,113927793,Liz,Upper East Side,40.777120000000004,-73.95164,Entire home/apt,155.0,2,8,2019-06-16,3.38,1,0,10028,1.0,Manhattan,1
34271296,Gracious Art-Deco 2 Bed Home on Tree-lined street,257892281,Alissandra,Upper East Side,40.771159999999995,-73.94774,Entire home/apt,299.0,4,9,2019-07-06,5.0,1,170,10075,1.0,Manhattan,1
34275316,Bright and Sunny SoHo Gem,258769304,Adelaide,SoHo,40.723009999999995,-74.00229,Entire home/apt,160.0,4,4,2019-06-17,2.45,1,21,10013,1.0,Manhattan,1
34301679,Amazing  luxury apartment in Manahttan!,258753303,Tim,Financial District,40.704409999999996,-74.00636999999999,Entire home/apt,300.0,3,7,2019-07-01,3.89,1,231,10005,1.0,Manhattan,1
34305492,"Clean, Modern Sun-filled 2BD Home in Midtown East",258001528,Dane,Midtown,40.75607,-73.96768,Entire home/apt,325.0,4,4,2019-07-02,2.79,1,157,10022,1.0,Manhattan,1
34308774,Cozy apartment in Midtown!,258800798,Zana,Hell's Kitchen,40.75533,-73.99781,Entire home/apt,200.0,1,9,2019-07-01,4.58,1,190,10018,1.0,Manhattan,1
34315546,Hell's Kitchen Luxury (East Room),50597569,Michael,Hell's Kitchen,40.76215,-73.99589,Private room,112.0,2,7,2019-06-22,3.39,1,1,10018,1.0,Manhattan,1
34320892,Splendid Upper E. Side LOFT Central Park 4BEDs/2BA,257869899,Juanit,Upper East Side,40.775659999999995,-73.9484,Entire home/apt,380.0,6,3,2019-06-07,2.05,1,123,10028,1.0,Manhattan,1
34356012,Entire Apartment -the best for relax and enjoy NYC,30686388,Giovanni,Midtown,40.75568,-73.96675,Entire home/apt,240.0,4,1,2019-06-18,1.0,1,19,10022,1.0,Manhattan,1
34366331,Large 1-bed in a beautiful doorman condo,87573942,Dipika,Upper East Side,40.7636,-73.96200999999999,Entire home/apt,150.0,7,1,2019-07-05,1.0,1,93,10065,1.0,Manhattan,1
34371113,Big studio in Luxury building downtown Manhattan,231727934,Sky,Financial District,40.70708,-74.00992,Entire home/apt,230.0,5,1,2019-05-24,0.65,1,43,10005,1.0,Manhattan,1
34372753,Spacious Manhattan Apartment,40038018,Yves,Midtown,40.761520000000004,-73.97176,Entire home/apt,449.0,5,2,2019-06-09,1.0,1,132,10022,1.0,Manhattan,1
34373538,Sophisticated Central Park LOFT - 4BEDs/2BATHs,258580215,Misael,Upper East Side,40.76956,-73.95631999999999,Entire home/apt,399.0,6,3,2019-06-25,2.5,1,93,10021,1.0,Manhattan,1
34384745,*20%OFF-Amazing Heart of NYC! Steps to subway!,104084124,Jeanne,Upper East Side,40.761540000000004,-73.95796999999999,Entire home/apt,161.0,2,9,2019-06-28,4.15,1,317,10065,1.0,Manhattan,1
34388788,Gracious Loft in Perfect Midtown Location,257999371,Nikoulas & Julie,Upper East Side,40.76193,-73.95895,Entire home/apt,199.0,5,9,2019-07-01,4.66,1,164,10065,1.0,Manhattan,1
34389997,"Fantastic 2 bedroom Apt near Subway, Cafes & More",258577680,Francisco,Upper East Side,40.77146,-73.95482,Entire home/apt,365.0,6,2,2019-05-27,1.33,1,101,10021,1.0,Manhattan,1
34391029,Splendid 2BED/2BATH Midtown EAST LOFT,258221896,Ariel,Upper East Side,40.76256,-73.96389,Entire home/apt,250.0,6,7,2019-06-22,3.56,1,100,10065,1.0,Manhattan,1
34391530,Astonishing 2 Bd Apartment in the Upper East Side,23458616,Erick,Upper East Side,40.767109999999995,-73.95916,Private room,350.0,4,4,2019-06-15,2.67,1,143,10021,1.0,Manhattan,1
34392407,Beautiful three bedroom on Wall Street!,258754678,Egon,Financial District,40.70581,-74.00784,Entire home/apt,320.0,2,7,2019-07-04,4.2,1,189,10005,1.0,Manhattan,1
34402760,Midtown East Amazing 2BR Prime Area,256569979,Candice,Upper East Side,40.76163,-73.96523,Entire home/apt,149.0,30,1,2019-05-28,0.71,1,0,10022,1.0,Manhattan,1
34428476,Huge and Bright Apartment on Wall Street,257802323,Dennis,Financial District,40.70485,-74.00752,Entire home/apt,360.0,3,3,2019-07-06,2.05,1,243,10005,1.0,Manhattan,1
34446327,2 BR/2.5 BTH W/ 12 FT. CEILINGS NEAR CENTRAL PARK!,140823633,Clement,Midtown,40.76208,-73.97171999999999,Entire home/apt,750.0,2,4,2019-07-03,2.22,1,263,10022,1.0,Manhattan,1
34447529,Cozy UWS Studio Near Riverside Park,260046126,Morad,Upper West Side,40.78958,-73.9794,Entire home/apt,165.0,1,2,2019-06-30,1.33,1,346,10024,1.0,Manhattan,1
34473196,Bright & Cozy 3BR Apartment in Wall Street,258741560,Lasse,Financial District,40.70562,-74.00712,Entire home/apt,320.0,3,5,2019-07-01,3.26,1,212,10005,1.0,Manhattan,1
34474349,3BR Loft near Times Square! Best Location!,256533375,Karl Andrei,Hell's Kitchen,40.75634,-73.99332,Entire home/apt,149.0,31,1,2019-05-31,0.77,1,182,10018,1.0,Manhattan,1
34478718,Luxury Sky Loft: 2 Bedroom/ 2 Baths on Madison Ave,257642062,Michel,Midtown,40.760940000000005,-73.97318,Entire home/apt,599.0,5,4,2019-07-06,4.0,1,135,10022,1.0,Manhattan,1
34485282,"Accessible Queen room,  your sanctuary in SoHo",260861596,The James New York - SoHo,SoHo,40.72372,-74.00408,Private room,100.0,1,1,2019-06-16,1.0,7,328,10013,1.0,Manhattan,1
34489569,Cozy 1bd Apartment in Upper East Side,260251845,Pau,Upper East Side,40.77424,-73.95322,Entire home/apt,211.0,3,4,2019-06-14,2.5,1,63,10075,1.0,Manhattan,1
34498765,Huge Family Apt in Times Square - private elevator,260383024,Inieta,Midtown,40.75546,-73.99095,Entire home/apt,945.0,2,11,2019-07-03,7.02,1,264,10018,1.0,Manhattan,1
34504058,♕ Historic Modern Designer SoHo Sun Drenched Home!,260420558,Shelesa,SoHo,40.719879999999996,-74.00062,Entire home/apt,620.0,2,4,2019-06-21,2.22,1,169,10013,1.0,Manhattan,1
34504385,Private room in Premium-Luxury apartment,260045150,Nadezhda,Financial District,40.70472,-74.00763,Private room,210.0,2,5,2019-06-16,2.83,1,0,10005,1.0,Manhattan,1
34507958,UES Beautiful 1 Bed Blocks from Central Park w/ AC,225659989,Gabriella,Upper East Side,40.766220000000004,-73.95295,Entire home/apt,200.0,1,10,2019-07-06,5.08,1,280,10021,1.0,Manhattan,1
34562857,Top-Floor Duplex 2Bedroom/2Bath on charming street,257895306,Robert And Carrie,Upper East Side,40.77707,-73.95405,Entire home/apt,349.0,5,4,2019-07-04,4.0,1,52,10028,1.0,Manhattan,1
34594922,Amazing 1 bdr in Upper East Side,19915612,Zarrar,Upper East Side,40.767179999999996,-73.95748,Entire home/apt,180.0,2,1,2019-05-19,0.59,1,0,10021,1.0,Manhattan,1
34600508,Artist's Loft! A+ Location!  Central Park/5th ave!,256610768,John Ghaddie,Upper East Side,40.764140000000005,-73.96728,Entire home/apt,159.0,31,4,2019-06-16,2.45,1,244,10065,1.0,Manhattan,1
34608937,Heart of Manhattan! 3BR Near Time Square!,256726587,Rolando,Hell's Kitchen,40.75546,-73.99416,Entire home/apt,199.0,30,1,2019-05-25,0.67,1,176,10018,1.0,Manhattan,1
34645029,Fabolous 1bd Apartment in Upper East Side New York,259728610,Victor,Upper East Side,40.76762,-73.95693,Entire home/apt,210.0,3,3,2019-06-13,1.7,1,52,10021,1.0,Manhattan,1
34653695,"Cozy, renovated Upper East Side apartment",5120563,Cristina,Upper East Side,40.764359999999996,-73.95669000000001,Entire home/apt,210.0,2,2,2019-07-05,1.62,1,138,10065,1.0,Manhattan,1
34672846,Lux Apt in Heart of Downtown *GREAT LOCATION,252836607,Alexis,Financial District,40.707570000000004,-74.00788,Entire home/apt,255.0,2,2,2019-06-22,1.36,1,12,10005,1.0,Manhattan,1
34678944,"Cozy room at Downtown Manhattan, Chinatown, Soho",250825715,Cherry,Chinatown,40.7176,-73.99728,Private room,85.0,1,3,2019-06-09,2.73,3,55,10013,1.0,Manhattan,1
34679993,Garden + Sunroom Townhouse Near Central Park!,258066921,Nathalie + Nick,Upper East Side,40.762,-73.9634,Entire home/apt,300.0,3,4,2019-06-21,2.61,1,258,10065,1.0,Manhattan,1
34680900,Massive 3 BR/2 BR + Dinning Room Prime Manhattan,146001596,Joel,Midtown,40.757059999999996,-73.96679,Entire home/apt,585.0,30,1,2019-05-14,0.54,1,139,10022,1.0,Manhattan,1
34711540,SOHO Industrial Chic Apartment with balcony,248335189,Patrick,Little Italy,40.7203,-73.99679,Entire home/apt,139.0,3,2,2019-07-01,2.0,1,10,10013,1.0,Manhattan,1
34716458,Art-Gallery Penthouse: 3BD Home in Midtown East,261852969,Yves,Midtown,40.75613,-73.96904,Entire home/apt,499.0,5,5,2019-06-17,3.19,1,189,10022,1.0,Manhattan,1
34757500,UN Artists Full Floor Loft - 3 Bedroom/2 Bath,101109383,Will AND Kelly,Midtown,40.754870000000004,-73.96898,Entire home/apt,500.0,3,1,2019-06-08,1.0,1,257,10022,1.0,Manhattan,1
34778518,"Cozy Studio in Manhattan, Upper East Side",262244457,Marie,Upper East Side,40.77064,-73.95606,Entire home/apt,250.0,1,7,2019-06-30,4.47,1,188,10021,1.0,Manhattan,1
34785850,New! Modern Midtown East Sanctury,229486123,Manvi,Midtown,40.760659999999994,-73.96639,Entire home/apt,479.0,2,4,2019-06-09,2.73,1,286,10022,1.0,Manhattan,1
34793874,Upper East Side! Studio Near Museum Mile!,256718270,Tara,Upper East Side,40.77932,-73.95343000000001,Entire home/apt,109.0,30,2,2019-06-01,1.43,1,197,10028,1.0,Manhattan,1
34812124,Sunny New York Apartment w/ 2 Spacious Bedrooms!,131103134,Daniel,Upper East Side,40.77388,-73.9568,Entire home/apt,217.0,3,2,2019-06-19,1.67,1,235,10075,1.0,Manhattan,1
34812586,cozy manhattan hideaway,222201467,Alfie,Upper East Side,40.77176,-73.94903000000001,Entire home/apt,150.0,2,3,2019-05-31,1.96,1,66,10028,1.0,Manhattan,1
34817571,Prime location - 2 Bedroom Penthouse Views,22953090,David,Upper East Side,40.7724,-73.95761999999999,Entire home/apt,500.0,1,2,2019-06-20,1.46,1,151,10021,1.0,Manhattan,1
34834620,Fully Renovated 1 Bedroom- Washer Dryer,61396454,Ash,Midtown,40.7554,-73.96474,Entire home/apt,200.0,30,1,2019-06-14,1.0,14,289,10022,1.0,Manhattan,1
34838079,Great Location in Chinatown and Little Italy,259968021,Che,Chinatown,40.71837,-73.99633,Entire home/apt,260.0,2,5,2019-07-01,3.41,1,235,10013,1.0,Manhattan,1
34843532,✰ RARE FIND ✰ PRIVATE PATIO ✰,229506961,Alex,Midtown,40.75935,-73.96471,Entire home/apt,289.0,2,3,2019-07-04,3.0,1,309,10022,1.0,Manhattan,1
34868182,➖PRIVATE ROOFTOP ➖ LUXURY LIVING IN NEW YORK CITY!,229498124,Rajeev,Midtown,40.75978,-73.96629,Entire home/apt,489.0,2,2,2019-06-17,1.67,1,320,10022,1.0,Manhattan,1
34900746,Oriana - Luxury High Rise,253361623,Shradha,Midtown,40.75671,-73.96228,Shared room,150.0,1,2,2019-05-28,1.25,1,67,10022,1.0,Manhattan,1
34902713,Cozy Lenox Hill Studio,68398714,Farah,Upper East Side,40.76233,-73.96193000000001,Entire home/apt,175.0,2,1,2019-06-30,1.0,1,83,10065,1.0,Manhattan,1
34928299,"Great views, great location, great apartment!",1668747,Guido,Hell's Kitchen,40.760220000000004,-74.00117,Entire home/apt,194.0,3,2,2019-07-02,2.0,1,44,10018,1.0,Manhattan,1
34945599,Stunning Townhouse Studio by Bloomingdales,263126029,Dila,Upper East Side,40.76383,-73.9687,Entire home/apt,169.0,2,3,2019-06-21,2.65,1,7,10065,1.0,Manhattan,1
34954790,"Private apartment535
REVIEWS ON PROFILE/Manhattan",149564593,Robert,Upper East Side,40.769890000000004,-73.94960999999999,Entire home/apt,145.0,2,1,2019-06-09,1.0,1,100,10075,1.0,Manhattan,1
34956249,"Heart of upper east 83
Manhattan/Great location",48965038,Darko,Upper East Side,40.77697,-73.95272,Entire home/apt,145.0,3,2,2019-06-23,2.0,1,70,10028,1.0,Manhattan,1
34958857,Private  studio 79REVIEWS-CHECK PROFILEManhattan,48817598,Preeti,Upper East Side,40.77045,-73.94959,Entire home/apt,145.0,2,2,2019-06-29,2.0,1,37,10075,1.0,Manhattan,1
34959441,"studio519 with bathroom
MaNHTAn
Reviews on profile",184407284,Ann,Upper East Side,40.770309999999995,-73.95007,Entire home/apt,145.0,1,1,2019-06-15,1.0,1,110,10075,1.0,Manhattan,1
34962979,Cozy 1bedroom apt/Manhattan/East side,48950686,Lili,Upper East Side,40.778209999999994,-73.95504,Entire home/apt,150.0,2,3,2019-06-30,3.0,1,164,10028,1.0,Manhattan,1
34966969,"Great located 1bd apartment 59
Manhattan/East side",32162806,Bozo,Midtown,40.7604,-73.96451,Entire home/apt,150.0,2,3,2019-06-16,2.81,1,78,10022,1.0,Manhattan,1
34975845,Bright One Bdr Apartment in Center of Manhattan,263448448,Conny,Upper East Side,40.76129,-73.96178,Private room,85.0,1,9,2019-07-02,7.3,1,29,10065,1.0,Manhattan,1
34997245,SoHo- 1BD Apt- Incredible Location! With Rooftop,9525999,Jackie,Little Italy,40.71978,-73.99681,Entire home/apt,255.0,3,1,2019-06-15,1.0,1,233,10013,1.0,Manhattan,1
34999128,Nice and cozy ✌ holiday apartment✿,255222056,Alex,Midtown,40.75869,-73.96725,Entire home/apt,195.0,5,12,2019-07-01,7.83,1,6,10022,1.0,Manhattan,1
35000596,Sun-Splashed Midtown 3BED Penthouse LOFT,259645972,Maria,Midtown,40.756609999999995,-73.97185999999999,Entire home/apt,399.0,6,1,2019-06-21,1.0,1,149,10022,1.0,Manhattan,1
35006072,"UWS brownstone with Grdn,  Guest Bdrm, 2 bthrms",90206857,Judy,Upper West Side,40.78263,-73.97623,Entire home/apt,180.0,2,6,2019-07-04,5.0,1,7,10024,1.0,Manhattan,1
35026452,Spacious Midtown East Studio,78290016,Nadia,Midtown,40.7601,-73.97041999999999,Entire home/apt,179.0,2,3,2019-07-01,3.0,1,128,10022,1.0,Manhattan,1
35026962,Beautiful Studio in the heart of Midtown,98673234,Anna,Upper East Side,40.76365,-73.96186999999999,Entire home/apt,185.0,2,7,2019-07-01,6.56,1,107,10065,1.0,Manhattan,1
35030427,Lovely Studio APT in the center of K-TOWN,76981930,Werner,Midtown,40.74848,-73.98631,Entire home/apt,180.0,1,4,2019-06-22,4.0,1,262,10018,1.0,Manhattan,1
35031409,Cozy & Clean Studio Apt in K-TOWN,123936733,Ara,Midtown,40.748470000000005,-73.98629,Entire home/apt,180.0,1,5,2019-06-19,3.41,1,260,10018,1.0,Manhattan,1
35038124,Gorgeous Downtown Flat With Huge Rooftop Terrace,99246264,Jeremy,Midtown,40.75911,-73.97010999999999,Entire home/apt,479.0,2,3,2019-07-02,3.0,1,120,10022,1.0,Manhattan,1
35039302,Charming 1 Bedroom Apartment In The Heart of NYC,76168072,Paul,Midtown,40.75974,-73.97067,Entire home/apt,235.0,2,4,2019-07-02,4.0,1,129,10022,1.0,Manhattan,1
35040055,★★Cute flat in ❤ of Manhattan★★,258639206,Alex,Hell's Kitchen,40.75484,-73.9939,Entire home/apt,275.0,1,13,2019-07-05,8.86,1,189,10018,1.0,Manhattan,1
35040805,Amazing Location! 1 Bedroom Apartment Downtown,57291971,Regina,Midtown,40.76044,-73.97012,Entire home/apt,199.0,2,3,2019-07-01,3.0,1,67,10022,1.0,Manhattan,1
35063045,Cozy 2BDR on mulberry st  little italy/china town,61990664,Sonny,Little Italy,40.71837,-73.99768,Entire home/apt,190.0,5,2,2019-06-22,1.67,1,300,10013,1.0,Manhattan,1
35088935,"Cozy, Charming and Accessible UES Apartment",37037135,John,Upper East Side,40.77166,-73.94665,Entire home/apt,150.0,2,2,2019-06-29,2.0,1,4,10028,1.0,Manhattan,1
35112957,Modern 2BR Apartment in Financial District,264447713,Louis,Financial District,40.70624,-74.01006,Entire home/apt,225.0,3,3,2019-06-23,2.5,1,68,10005,1.0,Manhattan,1
35115893,Beautiful and comfortable Upper East Side location,2429094,Petra,Upper East Side,40.76063,-73.95938000000001,Entire home/apt,140.0,3,1,2019-07-06,1.0,1,0,10065,1.0,Manhattan,1
35117804,Outstanding 2BR apartment 5 min from Javits,260383802,Sebastian,Hell's Kitchen,40.75526,-73.99876,Entire home/apt,295.0,3,5,2019-07-02,4.29,1,204,10018,1.0,Manhattan,1
35118554,Huge 2x Bedroom Apt in Premium Upper West Side :),264516826,Sandra,Upper West Side,40.78373,-73.97182,Entire home/apt,339.0,3,4,2019-07-06,4.0,1,304,10024,1.0,Manhattan,1
35127234,Quaint Ground Floor Midtown 1 Bed | Outdoor Patio,255432077,Nick,Upper East Side,40.76102,-73.96431,Entire home/apt,210.0,5,3,2019-06-27,3.0,1,136,10022,1.0,Manhattan,1
35131138,Cozy 1 Bed in Midtown East,64024615,Michael And Aaron,Midtown,40.75871,-73.96948,Entire home/apt,235.0,2,4,2019-07-01,4.0,1,171,10022,1.0,Manhattan,1
35152749,My Premium 1 bedroom Home in the Upper East Side,264744190,Josie,Upper East Side,40.77585,-73.95881,Entire home/apt,179.0,3,4,2019-06-30,4.0,1,138,10028,1.0,Manhattan,1
35154533,"Outstanding & Luxury 2BR in Manhattan, next to TS",258742885,Catarina,Hell's Kitchen,40.7622,-73.99625,Entire home/apt,425.0,3,5,2019-07-05,5.0,1,0,10018,1.0,Manhattan,1
35156439,Our lovely 3 Bedroom in the Upper East Side :),264769862,Johselyn,Upper East Side,40.772420000000004,-73.95452,Entire home/apt,279.0,3,5,2019-07-03,5.0,1,138,10075,1.0,Manhattan,1
35158358,"UWS beauty, quaint, Central Park is 1 block",25136124,Doug,Upper West Side,40.78373,-73.97321,Entire home/apt,150.0,1,7,2019-07-06,7.0,1,2,10024,1.0,Manhattan,1
35158765,Spacious + Modern 2 BR 1.5 Bath in premium UES,264786463,Justen,Upper East Side,40.77625,-73.9558,Entire home/apt,229.0,3,3,2019-07-01,3.0,1,150,10028,1.0,Manhattan,1
35165258,3 Bedroom by MSG + Empire State,264837278,Kate And Jason,Chelsea,40.75055,-73.99237,Entire home/apt,500.0,3,4,2019-07-05,4.0,1,313,10018,1.0,Manhattan,1
35166495,Gorgeous & Spacious Tribeca Loft Style Apartment,158059664,Ej,Tribeca,40.71306,-74.00836,Entire home/apt,600.0,1,2,2019-06-28,2.0,1,80,10007,1.0,Manhattan,1
35166913,City Outside! Tranquility Inside +Private Terrace,229492192,Vineet,Midtown,40.760220000000004,-73.96607,Entire home/apt,229.0,1,2,2019-06-15,1.62,1,356,10022,1.0,Manhattan,1
35175500,Fantastic Apartment in Manhattan Center,264693056,Rachel,Hell's Kitchen,40.755179999999996,-73.99904000000001,Entire home/apt,210.0,3,2,2019-06-21,1.58,1,73,10018,1.0,Manhattan,1
35177453,Charming One Bedroom on the Upper East Side,10593026,Lauren,Upper East Side,40.77134,-73.94832,Entire home/apt,170.0,2,1,2019-06-23,1.0,1,88,10075,1.0,Manhattan,1
35195898,Modern one-bedroom in heart of Manhattan,265034334,Rawan,Hell's Kitchen,40.7555,-73.99399,Entire home/apt,150.0,7,2,2019-07-03,2.0,1,61,10018,1.0,Manhattan,1
35220744,Amazing Views in The Heart of Time Square,265192385,Liz,Hell's Kitchen,40.759170000000005,-73.99785,Entire home/apt,305.0,2,4,2019-06-30,4.0,1,44,10018,1.0,Manhattan,1
35226973,Stunning UWS Apartment,23753533,Maria Rosario,Upper West Side,40.78192,-73.97959,Entire home/apt,900.0,3,1,2019-07-07,1.0,1,57,10024,1.0,Manhattan,1
35229075,Amazing 2 bedrooms in the heart of the Upper East,228545931,Ralph,Upper East Side,40.76768,-73.95455,Entire home/apt,320.0,2,1,2019-06-25,1.0,1,57,10021,1.0,Manhattan,1
35233962,Beautiful 1BR Apt. by Times Square and Bryant Park,264950723,Lenny,Midtown,40.75287,-73.98631,Entire home/apt,350.0,4,1,2019-06-09,1.0,1,2,10018,1.0,Manhattan,1
35261651,Furnished large room in 2br apt for Female on UES,265466931,Irma,Upper East Side,40.766709999999996,-73.95286,Private room,99.0,10,1,2019-06-19,1.0,1,34,10021,1.0,Manhattan,1
35266495,Cozy 1 bedroom apt in Manhattan,42316597,Helen,Upper East Side,40.761790000000005,-73.96427,Entire home/apt,210.0,1,1,2019-06-10,1.0,1,331,10065,1.0,Manhattan,1
35318634,Boho Chic Apartment short walk from Central Park!,7933261,Angie,Upper East Side,40.76786,-73.95639,Entire home/apt,260.0,7,1,2019-06-21,1.0,1,43,10021,1.0,Manhattan,1
35344556,Two Bedroom Apartment with Kitchen and Four Beds.,266092932,Blanca,Hell's Kitchen,40.75606,-73.99374,Entire home/apt,279.0,2,3,2019-07-07,3.0,2,221,10018,1.0,Manhattan,1
35348877,Billion Dollar View Luxury Apt in Hudson Yard,39147579,Sandy,Chelsea,40.75217,-73.99828000000001,Entire home/apt,235.0,3,1,2019-06-11,1.0,1,196,10018,1.0,Manhattan,1
